Trade,OfferAmount,OfferItem,DesiredAmount,DesiredItem
"""I have 18 aluminum and am looking to exchange them for 14 wood. Would you be open to a trade?""",18,aluminum,14,wood
"""How about a trade? I have 33 horses that I can offer in exchange for 26 aluminum.""",33,horses,26,aluminum
"""I have 11 aluminum that I'm looking to exchange for 1 iron. Are you open to a trade?""",11,aluminum,1,iron
"""I have 9 wood that I'm willing to offer in exchange for 7 stones. Let me know if you're interested in a trade.""",9,wood,7,stones
"""I'm looking to diversify my holdings and would like to trade 42 wheat for 27 horses. Would you be interested?""",42,wheat,27,horses
"""How about we make a deal? I have 45 coal and I'm interested in trading them for 29 wood.""",45,coal,29,wood
"""I'm willing to trade 39 stones for 23 gold. Is that something you'd be interested in?""",39,stones,23,gold
"""I'm willing to trade 2 stones for 32 wheat. Would you be interested in making a deal?""",2,stones,32,wheat
"""I'd like to acquire 20 gold and am willing to offer 1 horses in exchange. Would you be interested in a trade?""",1,horses,20,gold
"""I'm looking to acquire 48 iron and am willing to offer 9 horses in exchange. Would you be interested?""",9,horses,48,iron
"""I'd like to acquire 36 gold and am willing to offer 1 wood in exchange. Would you be interested in a trade?""",1,wood,36,gold
"""I'm interested in acquiring 11 stones and am willing to trade 11 aluminum in exchange. Would you be open to that?""",11,aluminum,11,stones
"""I have 25 horses that I'm willing to trade for 36 aluminum. Would you be interested in making a deal?""",25,horses,36,aluminum
"""I'd like to make a trade. I have 50 horses that I'm willing to offer for 10 coal. Would you be interested?""",50,horses,10,coal
"""I have 23 wheat that I'm looking to exchange for 22 horses. Would you like to make a trade?""",23,wheat,22,horses
"""I'd like to make a trade. I have 44 horses that I can offer for 17 coal.""",44,horses,17,coal
"""I'm willing to exchange 18 wood for 22 iron. Let me know if you're interested in a trade.""",18,wood,22,iron
"""I have 42 iron that I can trade for 16 coal. Are you interested?""",42,iron,16,coal
"""I'm interested in acquiring 7 stones and am willing to offer 22 wheat in exchange. Are you open to a trade?""",22,wheat,7,stones
"""I have 3 stones and I'm interested in trading them for 23 coal. Would you consider the offer?""",3,stones,23,coal
"""I'm interested in acquiring 46 wheat and am willing to trade 48 iron in exchange. Would you consider the offer?""",48,iron,46,wheat
"""I'm interested in trading 45 coal for 19 iron. What do you think?""",45,coal,19,iron
"""I'd like to offer 3 gold for 13 aluminum. Would you be interested in making a trade?""",3,gold,13,aluminum
"""I'm interested in acquiring 29 stones and am willing to offer 27 gold in exchange. Are you open to a trade?""",27,gold,29,stones
"""I'd like to trade 40 iron for 46 wheat. What do you think?""",40,iron,46,wheat
"""I'm looking to diversify my assets and would like to trade 8 coal for 48 gold. Would you consider it?""",8,coal,48,gold
"""I'd like to make a trade. I have 12 gold that I'm willing to offer for 23 iron. Would you be interested?""",12,gold,23,iron
"""I have 43 gold that I'm looking to trade for 12 coal. Let me know if you're interested.""",43,gold,12,coal
"""I'm interested in trading 33 gold for 15 wood. What do you think?""",33,gold,15,wood
"""I'd like to acquire 12 iron and am willing to offer 26 stones in exchange. Are you interested in making a trade?""",26,stones,12,iron
"""How about we make a deal? I have 22 coal that I can trade for 2 wheat.""",22,coal,2,wheat
"""I'm willing to trade 13 gold for 45 stones. Is that something you'd be interested in?""",13,gold,45,stones
"""How about a trade? I have 25 wood that I can offer in exchange for 33 gold.""",25,wood,33,gold
"""If you're interested in trading, I have 11 horses that I'm willing to offer for 2 gold.""",11,horses,2,gold
"""How about we make a deal? I have 8 gold that I can trade for 12 wheat.""",8,gold,12,wheat
"""I'd like to trade 22 wood for 45 iron. What do you think?""",22,wood,45,iron
"""I'm interested in trading 19 wood for 24 iron. What do you think?""",19,wood,24,iron
"""I'm willing to offer 15 gold for 24 iron. Let me know if you're interested in making a trade.""",15,gold,24,iron
"""I have 26 wood that I'm willing to trade for 16 horses. Would you be interested in making a deal?""",26,wood,16,horses
"""I'd like to acquire 20 coal and can offer 34 gold in exchange. Would you be interested in trading?""",34,gold,20,coal
"""I have 10 iron that I'm willing to offer in exchange for 31 wood. Let me know if you're interested in a trade.""",10,iron,31,wood
"""I'm willing to trade 6 wheat for 49 gold. Let me know if you're interested.""",6,wheat,49,gold
"""How about a trade? I have 7 stones that I can offer in exchange for 37 coal.""",7,stones,37,coal
"""I'd like to acquire 47 horses and am willing to offer 28 aluminum in exchange. Would you be interested in a trade?""",28,aluminum,47,horses
"""I'd like to acquire 6 iron and am willing to offer 22 horses in exchange. Would you be interested in a trade?""",22,horses,6,iron
"""I have 50 gold that I can trade for 1 horses. Are you interested in making a deal?""",50,gold,1,horses
"""I'm interested in trading 26 wheat for 11 iron. Let me know if you're interested.""",26,wheat,11,iron
"""I'm willing to trade 22 stones for 33 horses. Is that something you'd be interested in?""",22,stones,33,horses
"""I have 7 horses and am looking to trade them for 34 wheat. Would you consider the offer?""",7,horses,34,wheat
"""I'm looking to trade 43 wood for 25 stones. Would you consider the offer?""",43,wood,25,stones
"""I'm looking to acquire 46 gold and am willing to offer 31 coal in exchange. Would you be interested?""",31,coal,46,gold
"""I have 49 horses that I'm interested in trading for 37 aluminum. Would you consider the offer?""",49,horses,37,aluminum
"""I'd like to offer 15 stones for 30 wood. Are you open to a trade?""",15,stones,30,wood
"""I have 9 aluminum that I can trade for 3 gold. Are you interested in making a deal?""",9,aluminum,3,gold
"""I'm interested in trading 18 wheat for 6 horses. Would you be open to a trade?""",18,wheat,6,horses
"""I'd like to acquire 23 gold and can offer 48 coal in exchange. Let me know if you're interested in a trade.""",48,coal,23,gold
"""I'd like to trade 21 stones for 11 horses. Let me know if you're interested.""",21,stones,11,horses
"""I'm willing to trade 37 aluminum for 21 wheat. Is that something you'd be interested in?""",37,aluminum,21,wheat
"""I have 42 wheat and am interested in trading them for 33 horses. What do you think?""",42,wheat,33,horses
"""I'd like to acquire 4 wood and am willing to offer 28 wheat in exchange. Are you open to a trade?""",28,wheat,4,wood
"""I'm looking to acquire 15 aluminum and can offer 38 wheat in exchange. Would you be interested in a trade?""",38,wheat,15,aluminum
"""I'd like to acquire 4 wheat and can offer 19 stones in exchange. Would you be interested in trading?""",19,stones,4,wheat
"""I'm willing to trade 43 coal for 31 stones. Would you be interested in making a deal?""",43,coal,31,stones
"""I'd like to acquire 14 wheat and am willing to trade 12 coal in exchange. Let me know if you're interested in a deal.""",12,coal,14,wheat
"""I'm interested in trading 46 iron for 33 wood. Would you be open to a trade?""",46,iron,33,wood
"""I have 27 stones that I'm looking to exchange for 36 iron. Would you like to make a trade?""",27,stones,36,iron
"""I have 6 gold that I'm looking to exchange for 38 horses. Would you like to make a trade?""",6,gold,38,horses
"""I have 38 gold that I'm looking to trade for 20 coal. Would you be open to that exchange?""",38,gold,20,coal
"""I'm interested in acquiring 32 gold and am willing to trade 44 iron in exchange. Would you consider the offer?""",44,iron,32,gold
"""How about a trade? I'll give you 35 coal in exchange for 37 aluminum.""",35,coal,37,aluminum
"""Are you open to a trade? I have 4 stones that I'm willing to exchange for 27 horses.""",4,stones,27,horses
"""I'm looking to acquire 48 wood and am willing to trade 29 coal for them. Would you be interested?""",29,coal,48,wood
"""I have 49 horses that I can trade for 31 stones. Are you interested?""",49,horses,31,stones
"""I'm looking to diversify my assets and would like to trade 7 horses for 38 iron. Would you consider it?""",7,horses,38,iron
"""I'd like to offer 15 gold for 25 coal. Would you consider the trade?""",15,gold,25,coal
"""I'm looking to acquire 16 gold and am willing to offer 19 wheat in exchange. Would you be interested?""",19,wheat,16,gold
"""I'd like to trade 29 aluminum for 20 coal. Let me know if you're interested.""",29,aluminum,20,coal
"""I'm interested in acquiring 1 horses and am willing to trade 42 coal in exchange. Would you consider the offer?""",42,coal,1,horses
"""I'm interested in trading 5 coal for 10 wheat. What do you think?""",5,coal,10,wheat
"""I'm willing to trade 40 iron for 19 horses. Is that something you'd be interested in?""",40,iron,19,horses
"""Would you be willing to trade 36 wood for 23 coal ? Let me know.""",23,coal,36,wood
"""I'm interested in trading 28 stones for 39 wood. Let me know if you'd like to make a deal.""",28,stones,39,wood
"""Would you be willing to trade 13 wood for 8 gold ? Let me know.""",8,gold,13,wood
"""Would you be willing to trade 31 coal for 38 aluminum ? Let me know.""",38,aluminum,31,coal
"""If you're interested in trading, I have 14 wood that I'm willing to offer for 40 aluminum.""",14,wood,40,aluminum
"""I have 49 aluminum that I'm interested in trading for 15 gold. Would you consider the offer?""",49,aluminum,15,gold
"""I'd like to offer 46 coal for 44 horses. Would you be interested in making a trade?""",46,coal,44,horses
"""I have 17 wood that I'm looking to trade for 1 wheat. Let me know if you're interested.""",17,wood,1,wheat
"""I'd like to offer 26 horses for 18 wheat. Would you consider the trade?""",26,horses,18,wheat
"""I'd like to acquire 46 coal and am willing to trade 31 stones in exchange. Let me know if you're interested in a deal.""",31,stones,46,coal
"""I'm looking to acquire 35 aluminum and can offer 16 iron in exchange. Would you be interested in a trade?""",16,iron,35,aluminum
"""I'm looking to acquire 1 gold and am willing to trade 32 horses for them. Would you be interested?""",32,horses,1,gold
"""I'm interested in trading 4 horses for 43 wheat. Let me know if you'd like to make a deal.""",4,horses,43,wheat
"""I have 40 gold and am looking to exchange them for 3 horses. Would you be open to a trade?""",40,gold,3,horses
"""I have 50 coal that I'm willing to offer in exchange for 6 horses. Let me know if you're interested in a trade.""",50,coal,6,horses
"""Are you open to a trade? I have 45 wheat that I'm willing to exchange for 7 gold.""",45,wheat,7,gold
"""I'm willing to exchange 11 stones for 8 wood. Let me know if you're interested.""",11,stones,8,wood
"""How about we make a trade? I'm willing to offer 50 gold in exchange for 10 wood.""",50,gold,10,wood
"""How about a trade? I have 28 gold that I can offer in exchange for 7 wheat.""",28,gold,7,wheat
"""I'm interested in acquiring 39 coal and am willing to offer 10 wheat in exchange. Let me know if you're interested in a trade.""",10,wheat,39,coal
"""I'm willing to trade 6 gold for 11 stones. Is that something you'd be interested in?""",6,gold,11,stones
"""I have 47 stones and am interested in exchanging them for 9 gold. Are you open to a trade?""",47,stones,9,gold
"""I have 34 stones that I'm willing to offer in exchange for 46 horses. Let me know if you're interested in a trade.""",34,stones,46,horses
"""I'd like to offer 20 aluminum for 30 wood. Would you be interested in making a trade?""",20,aluminum,30,wood
"""I'm willing to offer 38 wood for 10 wheat. Let me know if you're interested in making a trade.""",38,wood,10,wheat
"""I'm interested in trading 31 wheat for 18 wood. Let me know if you'd like to make a deal.""",31,wheat,18,wood
"""I'm looking to diversify my holdings and would like to trade 42 horses for 27 gold. Would you be interested?""",42,horses,27,gold
"""I have 41 iron and am interested in trading them for 2 wood. What do you think?""",41,iron,2,wood
"""I'm interested in making a trade. I have 24 aluminum that I can offer for 25 gold. Would you consider it?""",24,aluminum,25,gold
"""I have 47 gold and am interested in exchanging them for 44 aluminum. Are you open to a trade?""",47,gold,44,aluminum
