Trade,OfferAmount,OfferItem,DesiredAmount,DesiredItem
I'd like to acquire 47 horses and am willing to offer 37 coal in exchange. Are you interested in making a trade?,37,coal,47,horses
I'm interested in trading 43 iron for 33 stones. What do you think?,43,iron,33,stones
I'm interested in acquiring 21 aluminum and am willing to offer 11 horses in exchange. Are you open to a trade?,11,horses,21,aluminum
I'm interested in acquiring 29 horses and am willing to offer 40 wheat in exchange. Are you open to a trade?,40,wheat,29,horses
I'm interested in trading 36 wood for 10 gold. Would you be open to a trade?,36,wood,10,gold
I have 16 gold and I'm interested in trading them for 3 wood. Would you consider the offer?,16,gold,3,wood
How about a trade? I have 41 stones that I can offer in exchange for 26 horses.,41,stones,26,horses
How about a trade? I have 39 horses that I can offer in exchange for 3 gold.,39,horses,3,gold
I'm interested in acquiring 35 wheat and am willing to offer 4 wood in exchange. Are you open to a trade?,4,wood,35,wheat
I have 22 aluminum and am looking to trade them for 5 stones. Would you consider the offer?,22,aluminum,5,stones
I'm interested in trading 49 horses for 45 aluminum. Let me know if you'd like to make a deal.,49,horses,45,aluminum
I'm interested in making a trade. I have 39 iron that I can offer for 33 horses. Would you consider it?,39,iron,33,horses
I'm interested in acquiring 38 horses and am willing to trade 28 iron in exchange. Would you consider the offer?,28,iron,38,horses
I'm interested in acquiring 36 stones and am willing to offer 22 iron in exchange. Are you open to a trade?,22,iron,36,stones
I have 9 wood and am interested in exchanging them for 19 stones. Are you open to a trade?,9,wood,19,stones
I'm looking to diversify my holdings and would like to trade 21 aluminum for 5 wood. Would you be interested?,21,aluminum,5,wood
I'm looking to trade 25 stones for 33 aluminum. Would you consider the offer?,25,stones,33,aluminum
I'm looking to acquire 49 gold and can offer 16 wood in exchange. Would you be interested in a trade?,16,wood,49,gold
I'm willing to exchange 16 aluminum for 27 coal. Let me know if you're interested.,16,aluminum,27,coal
I'm willing to trade 29 horses for 20 aluminum. Would you consider the offer?,29,horses,20,aluminum
Would you be willing to trade 26 aluminum for 4 gold ? Let me know.,4,gold,26,aluminum
I'd like to offer 43 stones for 46 gold. Would you consider the trade?,43,stones,46,gold
I have 28 stones that I'm looking to trade for 36 wood. Let me know if you're interested.,28,stones,36,wood
I have 2 aluminum that I'm willing to trade for 44 wood. Would you consider the offer?,2,aluminum,44,wood
I'm interested in trading 10 iron for 45 horses. Let me know if you'd like to make a deal.,10,iron,45,horses
I'd like to make a trade. I have 8 gold that I'm willing to offer for 31 aluminum.,8,gold,31,aluminum
I'm interested in trading 31 horses for 34 gold. Would you be open to a trade?,31,horses,34,gold
I'd like to acquire 6 wood and am willing to offer 34 horses in exchange. Are you interested in making a trade?,34,horses,6,wood
I'm looking to trade 13 horses for 31 wood. Would you consider the offer?,13,horses,31,wood
I have 20 coal and am interested in exchanging them for 32 horses. Are you open to a trade?,20,coal,32,horses
I'd like to trade 11 gold for 18 aluminum. What do you think?,11,gold,18,aluminum
I have 5 aluminum that I'm willing to trade for 20 stones. Would you consider the offer?,5,aluminum,20,stones
I'd like to make a trade. I have 8 wheat that I'm willing to offer for 49 iron.,8,wheat,49,iron
I'm willing to offer 35 horses for 5 stones. Let me know if you're interested in making a trade.,35,horses,5,stones
I'm looking to diversify my assets and would like to trade 13 coal for 33 wood. Would you consider it?,13,coal,33,wood
I'm interested in trading 18 stones for 49 wheat. Would you be open to a trade?,18,stones,49,wheat
I'm looking to trade 20 aluminum for 34 wheat. Would you consider the offer?,20,aluminum,34,wheat
I'm interested in acquiring 28 aluminum. I have 3 wheat that I can offer in exchange. Would you consider the trade?,3,wheat,28,aluminum
I'm looking to diversify my assets and would like to trade 40 wood for 1 iron. What do you think?,40,wood,1,iron
I'm interested in making a trade. I have 33 gold that I can offer for 43 stones. Would you consider it?,33,gold,43,stones
I have 1 aluminum that I'm looking to exchange for 27 gold. Would you like to make a trade?,1,aluminum,27,gold
How about we make a trade? I'm willing to offer 4 stones in exchange for 6 iron.,4,stones,6,iron
I'm interested in trading 18 stones for 31 coal. What do you think?,18,stones,31,coal
I'm willing to trade 26 wood for 8 aluminum. Let me know if you're interested.,26,wood,8,aluminum
I'm interested in acquiring 21 stones and am willing to offer 32 coal in exchange. Let me know if you're interested in a trade.,32,coal,21,stones
I'd like to trade 39 wheat for 25 iron. What do you think?,39,wheat,25,iron
Are you open to a trade? I have 48 stones that I'm willing to exchange for 37 wheat.,48,stones,37,wheat
How about a trade? I'll give you 37 iron in exchange for 39 horses.,37,iron,39,horses
I have 42 horses and am looking to exchange them for 48 wheat. Would you be open to a trade?,42,horses,48,wheat
I'm interested in acquiring 28 wheat and am willing to offer 16 iron in exchange. Are you open to a trade?,16,iron,28,wheat
I'm looking to diversify my holdings and would like to trade 39 wheat for 33 aluminum. Would you be interested?,39,wheat,33,aluminum
I'm looking to diversify my assets and would like to trade 4 horses for 42 coal. What do you think?,4,horses,42,coal
I'm willing to trade 7 coal for 34 aluminum. Is that something you'd be interested in?,7,coal,34,aluminum
I'm willing to offer 50 horses for 31 aluminum. Are you open to a trade?,50,horses,31,aluminum
I'm willing to trade 16 wood for 18 wheat. Is that something you'd be interested in?,16,wood,18,wheat
I'm interested in trading 8 horses for 27 iron. Would you be open to a trade?,8,horses,27,iron
I'd like to offer 29 coal for 4 stones. Would you consider the trade?,29,coal,4,stones
I'm willing to trade 6 wheat for 19 horses. Let me know if you're interested.,6,wheat,19,horses
I'm looking to diversify my assets and would like to trade 23 wood for 11 gold. What do you think?,23,wood,11,gold
I'm willing to offer 39 wheat for 1 horses. Let me know if you're interested in making a trade.,39,wheat,1,horses
I'm willing to trade 22 coal for 42 aluminum. Let me know if you're interested.,22,coal,42,aluminum
I'd like to acquire 21 horses and can offer 1 coal in exchange. Let me know if you're interested in a trade.,1,coal,21,horses
I'd like to offer 21 aluminum for 18 gold. Would you consider the trade?,21,aluminum,18,gold
I have 23 gold and am interested in exchanging them for 30 wood. Are you open to a trade?,23,gold,30,wood
I have 17 gold and am interested in exchanging them for 26 coal. Are you open to a trade?,17,gold,26,coal
I'm willing to trade 2 horses for 45 stones. Would you be interested in making a deal?,2,horses,45,stones
I have 22 aluminum that I can trade for 49 coal. Are you interested?,22,aluminum,49,coal
How about we make a deal? I have 46 gold and I'm interested in trading them for 8 aluminum.,46,gold,8,aluminum
I'm looking to acquire 32 wood and can offer 35 wheat in exchange. Would you be interested in a trade?,35,wheat,32,wood
I have 47 wood that I'm interested in trading for 48 horses. Would you consider the offer?,47,wood,48,horses
I'm interested in trading 38 horses for 21 wheat. Would you be open to a trade?,38,horses,21,wheat
I'm willing to trade 8 gold for 6 horses. Let me know if you're interested.,8,gold,6,horses
I have 18 aluminum and I'm interested in trading them for 41 horses. Would you consider the offer?,18,aluminum,41,horses
How about we make a deal? I have 12 wood and I'm interested in trading them for 41 aluminum.,12,wood,41,aluminum
I'm looking to trade 17 wood for 22 iron. Would you consider the offer?,17,wood,22,iron
I'd like to acquire 37 aluminum and can offer 7 wood in exchange. Let me know if you're interested in a trade.,7,wood,37,aluminum
I'm willing to trade 20 stones for 48 iron. Let me know if you're interested.,20,stones,48,iron
I'm interested in making a trade. I have 12 gold that I can offer for 31 horses. Would you consider it?,12,gold,31,horses
I'm interested in trading 38 gold for 47 wood. Would you be open to a trade?,38,gold,47,wood
How about a trade? I have 19 aluminum that I can offer in exchange for 2 horses.,19,aluminum,2,horses
I'm looking to acquire 26 iron and am willing to offer 41 coal in exchange. Would you be interested?,41,coal,26,iron
I'd like to acquire 4 gold and am willing to offer 19 stones in exchange. Are you interested in making a trade?,19,stones,4,gold
"If you're interested in trading, I have 22 coal that I'm willing to offer for 11 iron.",22,coal,11,iron
I have 6 iron that I'm willing to trade for 27 aluminum. Are you open to a deal?,6,iron,27,aluminum
I'm interested in trading 36 coal for 45 wood. What do you think?,36,coal,45,wood
I'm interested in trading 9 iron for 48 wheat. Let me know if you'd like to make a deal.,9,iron,48,wheat
I'd like to acquire 18 stones and am willing to offer 36 horses in exchange. Are you interested in making a trade?,36,horses,18,stones
I'd like to acquire 23 horses and am willing to offer 12 coal in exchange. Are you open to a trade?,12,coal,23,horses
I'd like to offer 18 aluminum for 2 coal. Would you consider the trade?,18,aluminum,2,coal
I'd like to make a trade. I have 37 iron that I'm willing to offer for 48 stones. Would you be interested?,37,iron,48,stones
I'd like to offer 25 wood for 22 gold. Would you be interested in making a trade?,25,wood,22,gold
I have 44 wheat that I'm willing to trade for 40 iron. Are you open to a deal?,44,wheat,40,iron
I'm interested in trading 21 iron for 26 horses. Let me know if you'd like to make a deal.,21,iron,26,horses
I'd like to offer 8 stones for 5 iron. Would you be interested in making a trade?,8,stones,5,iron
I have 42 gold and am interested in trading them for 36 wood. What do you think?,42,gold,36,wood
I'm interested in trading 34 aluminum for 22 coal. What do you think?,34,aluminum,22,coal
I have 17 horses that I can trade for 7 wood. Are you interested?,17,horses,7,wood
I'd like to acquire 23 aluminum and can offer 7 iron in exchange. Would you be interested in trading?,7,iron,23,aluminum
I'd like to acquire 50 gold and am willing to offer 21 wheat in exchange. Are you open to a trade?,21,wheat,50,gold
I'm willing to trade 42 wood for 45 wheat. Let me know if you're interested.,42,wood,45,wheat
I'm interested in acquiring 38 aluminum. I have 21 horses that I can offer in exchange. Would you consider the trade?,21,horses,38,aluminum
I have 32 aluminum that I'm looking to trade for 18 iron. Would you be open to that exchange?,32,aluminum,18,iron
I'm interested in acquiring 44 coal and am willing to offer 40 iron in exchange. Are you open to a trade?,40,iron,44,coal
I have 27 gold and am looking to trade them for 50 stones. Would you consider the offer?,27,gold,50,stones
I'm looking to diversify my assets and would like to trade 3 wood for 9 horses. Would you consider it?,3,wood,9,horses
I have 8 coal that I'm looking to exchange for 6 horses. Are you open to a trade?,8,coal,6,horses
I have 12 gold that I'm willing to trade for 36 wood. Would you be interested?,12,gold,36,wood
I'd like to acquire 16 aluminum and am willing to trade 15 gold in exchange. Let me know if you're interested in a deal.,15,gold,16,aluminum
